Date,Open,High,Low,Close,Adj Close,Volume,FedRate,CPI,Confirmed,Deaths,Active,Ticker
2023-07-05,444.9100036621094,450.9700012207031,439.6199951171875,445.8999938964844,445.8999938964844,6869500.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-06,440.0,442.79998779296875,430.7200012207031,438.8399963378906,438.8399963378906,4938800.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-07,438.6000061035156,442.3299865722656,435.8399963378906,438.1000061035156,438.1000061035156,4160100.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-08,438.6000061035156,442.3299865722656,435.8399963378906,438.1000061035156,438.1000061035156,4160100.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-09,438.6000061035156,442.3299865722656,435.8399963378906,438.1000061035156,438.1000061035156,4160100.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-10,438.5199890136719,444.4100036621094,436.82000732421875,441.7099914550781,441.7099914550781,4251700.0,5.07,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-11,438.6499938964844,440.79998779296875,431.0400085449219,440.2099914550781,440.2099914550781,4574600.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-12,444.54998779296875,445.4100036621094,437.75,444.04998779296875,444.04998779296875,5731700.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-13,447.0,451.6700134277344,441.17999267578125,450.3800048828125,450.3800048828125,6157500.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-14,452.7900085449219,456.4800109863281,439.70001220703125,441.9100036621094,441.9100036621094,7184900.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-15,452.7900085449219,456.4800109863281,439.70001220703125,441.9100036621094,441.9100036621094,7184900.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-16,452.7900085449219,456.4800109863281,439.70001220703125,441.9100036621094,441.9100036621094,7184900.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-17,445.57000732421875,456.67999267578125,445.1099853515625,450.04998779296875,450.04998779296875,6891700.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-18,451.0,478.1499938964844,448.7799987792969,474.79998779296875,474.79998779296875,13196900.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-19,476.8599853515625,485.0,470.0,477.5899963378906,477.5899963378906,20996500.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-20,447.0,448.5,432.0,437.4200134277344,437.4200134277344,23989700.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-21,437.3699951171875,438.239990234375,423.19000244140625,427.5,427.5,17303700.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-22,437.3699951171875,438.239990234375,423.19000244140625,427.5,427.5,17303700.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-23,437.3699951171875,438.239990234375,423.19000244140625,427.5,427.5,17303700.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-24,425.0,428.6400146484375,419.19000244140625,428.3699951171875,428.3699951171875,8264400.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-25,427.17999267578125,430.8800048828125,426.1300048828125,427.70001220703125,427.70001220703125,4859800.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-26,424.20001220703125,425.260009765625,415.5899963378906,422.6700134277344,422.6700134277344,6009200.0,5.08,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-27,426.8999938964844,427.5199890136719,411.8800048828125,413.1700134277344,413.1700134277344,6594500.0,5.33,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-28,415.55999755859375,427.4700012207031,413.760009765625,425.7799987792969,425.7799987792969,6424200.0,5.33,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-29,415.55999755859375,427.4700012207031,413.760009765625,425.7799987792969,425.7799987792969,6424200.0,5.33,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-30,415.55999755859375,427.4700012207031,413.760009765625,425.7799987792969,425.7799987792969,6424200.0,5.33,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-07-31,426.510009765625,439.1300048828125,426.29998779296875,438.9700012207031,438.9700012207031,6587600.0,5.33,304.628,103802702.0,1123836.0,102678866.0,NFLX
2023-08-01,437.3699951171875,445.25,431.3999938964844,438.6199951171875,438.6199951171875,5711500.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-02,435.2300109863281,435.55999755859375,426.55999755859375,429.70001220703125,429.70001220703125,4912200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-03,427.79998779296875,441.92999267578125,427.19000244140625,431.0,431.0,6243900.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-04,433.05999755859375,436.5,426.2699890136719,431.6000061035156,431.6000061035156,5439700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-05,433.05999755859375,436.5,426.2699890136719,431.6000061035156,431.6000061035156,5439700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-06,433.05999755859375,436.5,426.2699890136719,431.6000061035156,431.6000061035156,5439700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-07,436.4599914550781,441.1099853515625,428.9100036621094,440.760009765625,440.760009765625,4781300.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-08,440.3599853515625,443.57000732421875,435.1000061035156,438.29998779296875,438.29998779296875,3767200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-09,439.739990234375,440.6199951171875,427.5899963378906,428.8999938964844,428.8999938964844,3846600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-10,431.1199951171875,438.1199951171875,428.69000244140625,429.9800109863281,429.9800109863281,5467600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-11,428.9800109863281,430.6300048828125,421.3299865722656,421.6600036621094,421.6600036621094,3925200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-12,428.9800109863281,430.6300048828125,421.3299865722656,421.6600036621094,421.6600036621094,3925200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-13,428.9800109863281,430.6300048828125,421.3299865722656,421.6600036621094,421.6600036621094,3925200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-14,421.989990234375,428.8500061035156,418.7799987792969,427.7799987792969,427.7799987792969,3966000.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-15,424.4100036621094,429.1199951171875,421.0400085449219,423.70001220703125,423.70001220703125,3368000.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-16,423.7300109863281,424.510009765625,415.25,415.45001220703125,415.45001220703125,3967000.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-17,415.0,415.239990234375,401.5799865722656,403.0,403.0,6031500.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-18,399.3299865722656,406.5199890136719,398.1499938964844,404.5299987792969,404.5299987792969,4309200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-19,399.3299865722656,406.5199890136719,398.1499938964844,404.5299987792969,404.5299987792969,4309200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-20,399.3299865722656,406.5199890136719,398.1499938964844,404.5299987792969,404.5299987792969,4309200.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-21,402.2300109863281,409.6099853515625,399.5,408.2900085449219,408.2900085449219,3861600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-22,409.0,415.739990234375,407.3999938964844,413.1700134277344,413.1700134277344,3603300.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-23,418.3999938964844,437.0199890136719,417.7099914550781,427.54998779296875,427.54998779296875,8174700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-24,425.4100036621094,427.5899963378906,406.1700134277344,406.92999267578125,406.92999267578125,5687800.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-25,412.0,419.25,407.55999755859375,416.0299987792969,416.0299987792969,5390900.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-26,412.0,419.25,407.55999755859375,416.0299987792969,416.0299987792969,5390900.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-27,412.0,419.25,407.55999755859375,416.0299987792969,416.0299987792969,5390900.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-28,418.0400085449219,419.8299865722656,413.2699890136719,418.05999755859375,418.05999755859375,2928600.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-29,416.0,432.1700134277344,414.5,429.989990234375,429.989990234375,4486700.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-30,430.8500061035156,438.1600036621094,428.3500061035156,434.6700134277344,434.6700134277344,3625400.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-08-31,431.2300109863281,437.1499938964844,431.2300109863281,433.67999267578125,433.67999267578125,3803000.0,5.33,306.187,103802702.0,1123836.0,102678866.0,NFLX
2023-09-01,437.7300109863281,445.5,435.92999267578125,439.8800048828125,439.8800048828125,4792100.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-02,437.7300109863281,445.5,435.92999267578125,439.8800048828125,439.8800048828125,4792100.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-03,437.7300109863281,445.5,435.92999267578125,439.8800048828125,439.8800048828125,4792100.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-04,437.7300109863281,445.5,435.92999267578125,439.8800048828125,439.8800048828125,4792100.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-05,438.3900146484375,453.45001220703125,438.0,448.67999267578125,448.67999267578125,6155900.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-06,448.6099853515625,451.3900146484375,440.489990234375,445.760009765625,445.760009765625,3862300.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-07,441.1499938964844,444.6000061035156,436.70001220703125,443.1400146484375,443.1400146484375,2922700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-08,443.55999755859375,446.80999755859375,438.8500061035156,442.79998779296875,442.79998779296875,2697500.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-09,443.55999755859375,446.80999755859375,438.8500061035156,442.79998779296875,442.79998779296875,2697500.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-10,443.55999755859375,446.80999755859375,438.8500061035156,442.79998779296875,442.79998779296875,2697500.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-11,443.07000732421875,449.8900146484375,442.75,445.3599853515625,445.3599853515625,2913800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-12,442.8500061035156,445.44000244140625,434.1199951171875,434.69000244140625,434.69000244140625,3124000.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-13,435.5,438.3999938964844,410.69000244140625,412.239990234375,412.239990234375,11843000.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-14,410.3999938964844,411.3900146484375,400.0,400.489990234375,400.489990234375,10709000.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-15,401.0,404.70001220703125,395.0299987792969,396.94000244140625,396.94000244140625,9110700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-16,401.0,404.70001220703125,395.0299987792969,396.94000244140625,396.94000244140625,9110700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-17,401.0,404.70001220703125,395.0299987792969,396.94000244140625,396.94000244140625,9110700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-18,395.5,399.4700012207031,392.6000061035156,394.3999938964844,394.3999938964844,4704700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-19,392.8399963378906,398.2300109863281,390.25,396.20001220703125,396.20001220703125,4076800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-20,397.04998779296875,397.989990234375,386.1199951171875,386.29998779296875,386.29998779296875,3866600.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-21,386.5,395.8999938964844,383.4200134277344,384.1499938964844,384.1499938964844,5547900.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-22,385.0,386.8800048828125,378.3599853515625,379.80999755859375,379.80999755859375,3692800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-23,385.0,386.8800048828125,378.3599853515625,379.80999755859375,379.80999755859375,3692800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-24,385.0,386.8800048828125,378.3599853515625,379.80999755859375,379.80999755859375,3692800.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-25,382.8999938964844,386.6199951171875,380.80999755859375,384.79998779296875,384.79998779296875,3757300.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-26,382.8800048828125,384.55999755859375,377.3599853515625,379.25,379.25,4089400.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-27,382.3999938964844,384.2200012207031,376.25,377.5899963378906,377.5899963378906,3843500.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-28,375.6000061035156,378.9599914550781,371.1000061035156,376.3599853515625,376.3599853515625,4369900.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-29,380.0,382.5799865722656,375.3500061035156,377.6000061035156,377.6000061035156,4198700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-09-30,380.0,382.5799865722656,375.3500061035156,377.6000061035156,377.6000061035156,4198700.0,5.33,307.288,103802702.0,1123836.0,102678866.0,NFLX
2023-10-01,380.0,382.5799865722656,375.3500061035156,377.6000061035156,377.6000061035156,4198700.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-02,377.4800109863281,384.80999755859375,376.79998779296875,380.3299865722656,380.3299865722656,3102100.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-03,377.1099853515625,394.8999938964844,372.8500061035156,376.75,376.75,8878100.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-04,376.5,380.2200012207031,373.5799865722656,376.8999938964844,376.8999938964844,4303700.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-05,378.010009765625,378.6000061035156,367.239990234375,372.5899963378906,372.5899963378906,5034800.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-06,368.42999267578125,382.5199890136719,367.7699890136719,381.510009765625,381.510009765625,4773400.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-07,368.42999267578125,382.5199890136719,367.7699890136719,381.510009765625,381.510009765625,4773400.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-08,368.42999267578125,382.5199890136719,367.7699890136719,381.510009765625,381.510009765625,4773400.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-09,378.04998779296875,387.1700134277344,377.760009765625,385.95001220703125,385.95001220703125,3299800.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-10,385.5799865722656,388.70001220703125,372.25,373.32000732421875,373.32000732421875,7288900.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-11,372.7799987792969,377.80999755859375,365.3399963378906,365.92999267578125,365.92999267578125,9151400.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-12,366.4800109863281,368.8299865722656,359.04998779296875,361.20001220703125,361.20001220703125,7376100.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-13,355.6400146484375,358.92999267578125,352.04998779296875,355.67999267578125,355.67999267578125,6312600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-14,355.6400146484375,358.92999267578125,352.04998779296875,355.67999267578125,355.67999267578125,6312600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-15,355.6400146484375,358.92999267578125,352.04998779296875,355.67999267578125,355.67999267578125,6312600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-16,356.2099914550781,363.0799865722656,354.7699890136719,360.82000732421875,360.82000732421875,5128900.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-17,361.1000061035156,362.70001220703125,353.8900146484375,355.7200012207031,355.7200012207031,5908400.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-18,351.0,354.7900085449219,344.7300109863281,346.19000244140625,346.19000244140625,11429600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-19,404.739990234375,408.95001220703125,392.260009765625,401.7699890136719,401.7699890136719,28074400.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-20,405.6300048828125,410.6400146484375,398.010009765625,400.9599914550781,400.9599914550781,12768900.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-21,405.6300048828125,410.6400146484375,398.010009765625,400.9599914550781,400.9599914550781,12768900.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-22,405.6300048828125,410.6400146484375,398.010009765625,400.9599914550781,400.9599914550781,12768900.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-23,403.32000732421875,407.5400085449219,398.5199890136719,406.8399963378906,406.8399963378906,7390000.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-24,409.67999267578125,416.69000244140625,408.3900146484375,413.7300109863281,413.7300109863281,6459200.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-25,416.0199890136719,418.8399963378906,410.1099853515625,411.25,411.25,6299600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-26,411.4200134277344,417.30999755859375,401.5400085449219,403.5400085449219,403.5400085449219,6849700.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-27,406.4200134277344,410.2099914550781,395.6199951171875,397.8699951171875,397.8699951171875,4997600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
2023-10-28,406.4200134277344,410.2099914550781,395.6199951171875,397.8699951171875,397.8699951171875,4997600.0,5.33,307.531,103802702.0,1123836.0,102678866.0,NFLX
